2019-06-19 14:00:14,054 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@64b52799: startup date [Wed Jun 19 14:00:14 CDT 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-06-20 02:27:17,028 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 02:27:17,044 | INFO  | Listening for connections at: amqp://DESKTOP-3B2UMQI:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-20 02:27:17,044 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 02:27:17,044 | INFO  | Listening for connections at: stomp://DESKTOP-3B2UMQI:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-20 02:27:17,044 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 02:27:17,060 | INFO  | Listening for connections at: mqtt://DESKTOP-3B2UMQI:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-20 02:27:17,060 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 02:27:17,075 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-20 02:27:17,638 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-20 02:27:17,903 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@18f18b01{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-06-20 02:27:18,604 | INFO  | Listening for connections at ws://DESKTOP-3B2UMQI:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-06-20 02:27:18,604 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 02:27:18,604 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49704-1561015635686-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-20 02:27:18,620 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-20 02:27:21,507 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-06-20 02:27:22,942 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-20 02:27:22,942 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-20 02:27:23,271 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-06-20 02:27:24,380 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-06-20 02:27:24,598 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-06-20 08:15:49,365 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@74b8e55e: startup date [Thu Jun 20 08:15:49 CDT 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-06-20 08:15:58,268 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-20 08:16:01,153 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-20 08:16:01,169 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-06-20 08:16:01,816 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 9 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-20 08:16:01,860 | INFO  | PListStore:[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-06-20 08:16:02,445 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49873-1561036562092-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-20 08:16:03,245 | INFO  | Listening for connections at: tcp://DESKTOP-3B2UMQI:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-20 08:16:03,245 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 08:16:03,265 | INFO  | Listening for connections at: amqp://DESKTOP-3B2UMQI:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-20 08:16:03,265 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 08:16:03,284 | INFO  | Listening for connections at: stomp://DESKTOP-3B2UMQI:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-20 08:16:03,284 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 08:16:03,293 | INFO  | Listening for connections at: mqtt://DESKTOP-3B2UMQI:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-20 08:16:03,293 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 08:16:03,293 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-20 08:16:04,245 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-20 08:16:05,716 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@4ad2011e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-06-20 08:16:06,838 | INFO  | Listening for connections at ws://DESKTOP-3B2UMQI:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-06-20 08:16:06,854 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-20 08:16:06,854 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49873-1561036562092-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-20 08:16:06,854 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-20 08:16:11,275 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-06-20 08:16:12,796 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-20 08:16:12,796 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-20 08:16:13,329 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-06-20 08:16:14,963 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-06-20 08:16:15,217 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-06-22 19:18:02,492 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@257eb93b: startup date [Sat Jun 22 19:18:02 CDT 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-06-22 19:18:06,620 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-22 19:18:07,411 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-22 19:18:07,423 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-06-22 19:18:07,481 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 9 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-22 19:18:07,555 | INFO  | PListStore:[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-06-22 19:18:07,831 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-51033-1561249087569-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-22 19:18:08,401 | INFO  | Listening for connections at: tcp://DESKTOP-3B2UMQI:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-22 19:18:08,404 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-22 19:18:08,410 | INFO  | Listening for connections at: amqp://DESKTOP-3B2UMQI:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-22 19:18:08,412 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-22 19:18:08,418 | INFO  | Listening for connections at: stomp://DESKTOP-3B2UMQI:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-22 19:18:08,420 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-22 19:18:08,426 | INFO  | Listening for connections at: mqtt://DESKTOP-3B2UMQI:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-22 19:18:08,428 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-22 19:18:08,436 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-22 19:18:08,659 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-22 19:18:08,843 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@425668bd{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-06-22 19:18:10,098 | INFO  | Listening for connections at ws://DESKTOP-3B2UMQI:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-06-22 19:18:10,100 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-22 19:18:10,103 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-51033-1561249087569-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-22 19:18:10,105 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-22 19:18:15,353 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-06-22 19:18:17,548 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-22 19:18:17,549 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-22 19:18:17,718 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-06-22 19:18:18,976 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-06-22 19:18:19,279 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-06-23 00:25:19,921 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@64b52799: startup date [Sun Jun 23 00:25:19 CDT 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-06-23 00:25:24,437 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 00:25:25,172 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-23 00:25:25,190 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-06-23 00:25:25,250 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 9 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-23 00:25:25,297 | INFO  | PListStore:[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-06-23 00:25:25,531 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49721-1561267525328-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 00:25:25,953 | INFO  | Listening for connections at: tcp://DESKTOP-3B2UMQI:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 00:25:25,953 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 00:25:25,984 | INFO  | Listening for connections at: amqp://DESKTOP-3B2UMQI:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 00:25:26,000 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 00:25:26,016 | INFO  | Listening for connections at: stomp://DESKTOP-3B2UMQI:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 00:25:26,033 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 00:25:26,047 | INFO  | Listening for connections at: mqtt://DESKTOP-3B2UMQI:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 00:25:26,047 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 00:25:26,126 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-23 00:25:26,563 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-23 00:25:27,363 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@18f18b01{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-06-23 00:25:28,121 | INFO  | Listening for connections at ws://DESKTOP-3B2UMQI:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-06-23 00:25:28,132 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 00:25:28,136 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49721-1561267525328-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 00:25:28,136 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 00:25:31,087 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-06-23 00:25:32,259 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-23 00:25:32,259 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-23 00:25:32,448 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-06-23 00:25:33,213 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-06-23 00:25:33,462 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-06-23 02:45:15,044 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@64b52799: startup date [Sun Jun 23 02:45:14 CDT 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-06-23 02:45:22,829 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 02:45:24,007 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-23 02:45:24,023 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-06-23 02:45:24,176 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 9 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-23 02:45:24,238 | INFO  | PListStore:[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-06-23 02:45:25,286 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49742-1561275924330-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 02:45:25,964 | INFO  | Listening for connections at: tcp://DESKTOP-3B2UMQI:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 02:45:25,964 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 02:45:25,964 | INFO  | Listening for connections at: amqp://DESKTOP-3B2UMQI:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 02:45:25,964 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 02:45:25,964 | INFO  | Listening for connections at: stomp://DESKTOP-3B2UMQI:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 02:45:25,980 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 02:45:25,980 | INFO  | Listening for connections at: mqtt://DESKTOP-3B2UMQI:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 02:45:25,980 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 02:45:25,980 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-23 02:45:26,165 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-23 02:45:26,350 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@18f18b01{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-06-23 02:45:26,889 | INFO  | Listening for connections at ws://DESKTOP-3B2UMQI:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-06-23 02:45:26,889 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 02:45:26,889 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49742-1561275924330-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 02:45:26,889 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 02:45:29,664 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-06-23 02:45:30,866 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-23 02:45:30,866 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2019-06-23 02:45:31,005 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2019-06-23 02:45:32,223 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2019-06-23 02:45:32,408 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2019-06-23 16:38:36,946 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@795db2a: startup date [Sun Jun 23 16:38:36 CDT 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2019-06-23 16:38:39,330 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 16:38:39,824 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-23 16:38:39,836 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2019-06-23 16:38:39,844 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 9 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2019-06-23 16:38:39,941 | INFO  | PListStore:[C:\Users\Kath\Documents\apache-activemq-5.15.9\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2019-06-23 16:38:40,158 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49810-1561325919972-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 16:38:40,386 | INFO  | Listening for connections at: tcp://DESKTOP-3B2UMQI:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 16:38:40,389 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 16:38:40,397 | INFO  | Listening for connections at: amqp://DESKTOP-3B2UMQI:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 16:38:40,400 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 16:38:40,405 | INFO  | Listening for connections at: stomp://DESKTOP-3B2UMQI:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 16:38:40,407 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 16:38:40,413 | INFO  | Listening for connections at: mqtt://DESKTOP-3B2UMQI:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2019-06-23 16:38:40,415 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 16:38:40,423 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-23 16:38:40,514 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2019-06-23 16:38:40,606 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@670bce49{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2019-06-23 16:38:40,768 | INFO  | Listening for connections at ws://DESKTOP-3B2UMQI:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2019-06-23 16:38:40,769 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2019-06-23 16:38:40,771 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:DESKTOP-3B2UMQI-49810-1561325919972-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 16:38:40,772 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2019-06-23 16:38:41,959 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2019-06-23 16:38:42,187 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
